sentences,labels
"['我', '要', '到', '鑫', '旺', '门窗']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['(', 'side', ')']","['X', 'X', 'X']"
['导航'],['IO']
['第五个'],['IP']
"['我', '要', '去', '山西省', '能源', '学院', '西门']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['打开', '导航', '到', '客', '五', '块石', '客运站']","['IO', 'IN', 'X', 'IG', 'IG', 'IG', 'IG']"
"['我', '要', '去', '定', '园', '永康']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['导航', '到', '首都', '国际机场', '一号', '航站楼']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['去', '石家庄', '亚太', '酒店']","['X', 'IG', 'IG', 'IG']"
"['(', 'side', ')', '，', '我', '要', '去', '新', '富', '乡']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'IG', 'IG', 'IG']"
"['乌鲁木齐', '南湖', '北路']","['IA', 'IA', 'IA']"
"['闭', '导航']","['IO', 'IN']"
"['我', '要', '去', '广', '通', '汽贸']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['(', 'side', ')']","['X', 'X', 'X']"
"['莒南县', '实验', '中学']","['IA', 'IA', 'IA']"
['导航'],['IO']
"['到', '西湖', '幕', '星', '奇']","['X', 'IG', 'IG', 'IG', 'IG']"
"['(', 'unknown', ')']","['X', 'X', 'X']"
"['取消', '导航', '(', 'side', ')', '那个', '要不要', '门票', '啊', '估计', '要', '要', '也', '无所谓', '啊', '出来', '时候', '要', '门票', '，', '取消', '导航']","['IO', 'IN', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'IO', 'IN']"
"['青年', '路', '路况']","['IA', 'IA', 'X']"
"['取消', '导航']","['IO', 'IN']"
"['找', '一下', '胶州市', '油漆', '批发']","['IO', 'X', 'IA', 'IA', 'IA']"
"['导航', '去', '武昌']","['IO', 'X', 'IG']"
"['我', '想', '去', '清', '蒙', '开发区', '智', '泰', '路']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['去', '三明']","['X', 'IG']"
['退出'],['IO']
"['到', '格尔木', '第四', '中学']","['X', 'IG', 'IG', 'IG']"
"['我', '我', '要', '到达', '埔', '镇', '延寿', '村']","['X', 'X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['晋江', 's', ' ', 'm', '广场']","['IA', 'IA', 'IA', 'IA', 'IA']"
"['导航', '到', '恒大', '(', 'unknown', ')']","['IO', 'X', 'IG', 'X', 'X', 'X']"
"['搜索', '附近', '汽车', '美容店']","['IO', 'IK', 'IC', 'IC']"
"['退出', '导航']","['IO', 'IN']"
"['你', '好', '捷', '渡']","['X', 'X', 'X', 'X']"
"['导航', '到', '三', '游', '洞', '放翁', '酒店']","['IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
['一'],['IP']
['第一个'],['IP']
"['我', '要', '去', '历', '山路', '与', '经', '十', '路', '交界', '尚', '岛', '咖啡馆']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['(', 'unknown', ')', '你', '好', '取消', '导航']","['X', 'X', 'X', 'X', 'X', 'IO', 'IN']"
['第三个'],['IP']
"['我', '要', '去', '湖北省', '安陆市', '接', '官', '乡']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '琼海市', '火车站']","['IO', 'X', 'IG', 'IG']"
"['到', '钟', '落', '潭']","['X', 'IG', 'IG', 'IG']"
"['导航', '到', '江苏', '惠', '车', '宝']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['到', '日月', '星光', '花园', '小区']","['X', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '凤凰', '搜狐']","['IO', 'X', 'IG', 'IG']"
"['东门', '广场', '去', '东门', '广场']","['IG', 'IG', 'X', 'IG', 'IG']"
"['我', '想', '找着', '文化', '广场', '北面', '了']","['X', 'X', 'X', 'IA', 'IA', 'IA', 'X']"
['返回'],['IO']
"['导航', '林泉', '雅舍']","['IO', 'IG', 'IG']"
"['导航', '到', '贵阳', '(', 'unknown', ')', '路']","['IO', 'X', 'IG', 'X', 'X', 'X', 'IG']"
"['我', '要', '去', '塔什库尔干', '塔吉克', '自治县']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['去', '第一个']","['X', 'IP']"
"['导航', '到', '安顺', '茶业', '公司']","['IO', 'X', 'IG', 'IG', 'IG']"
"['去', '紫', '府', '路', '大酒店']","['X', 'IG', 'IG', 'IG', 'IG']"
"['导航', '结束']","['IN', 'IO']"
"['(', 'unknown', ')', '导航']","['X', 'X', 'X', 'IO']"
"['广元', '市中心医院']","['IA', 'IA']"
['导航'],['IO']
"['导航', '到', '恒大', '金碧', '天下']","['IO', 'X', 'IG', 'IG', 'IG']"
"['我', '吃完', '饭', '了', '萌萌']","['X', 'X', 'X', 'X', 'X']"
"['我', '要', '去', '岳阳市', '华容县', '东山', '镇']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['洗浴', '中心']","['IA', 'IA']"
"['我', '要', '到', '天池', '北景区']","['X', 'X', 'X', 'IG', 'IG']"
"['导航', '去', '沈阳']","['IO', 'X', 'IG']"
"['我', '想', '去', '克拉玛依']","['X', 'X', 'X', 'IG']"
"['导航', '到', '滕州市']","['IO', 'X', 'IG']"
['确定'],['X']
"['给', '我', '导航', '去', '清江', '路', '八十八', '号']","['X', 'X', 'IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '四方', '新村']","['IO', 'X', 'IG', 'IG']"
"['(', 'side', ')', '哎哟', '下午', '两点钟', '的', '才', '一千', '零', '几十块钱', '飞', '不', '飞飞', '还可以', '买']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
"['带', '我', '去', '新', '李家', '站']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['龙', '游', '县', '横山', '镇', '后', '徐村']","['IA', 'IA', 'IA', 'IA', 'IA', 'IA', 'IA']"
"['导航', '去', '海昌']","['IO', 'X', 'IG']"
"['(', 'side', ')', '要', '关闭', '导航', '(', 'unknown', ')', '，', '关闭', '导航']","['X', 'X', 'X', 'X', 'IO', 'IN', 'X', 'X', 'X', 'X', 'IO', 'IN']"
"['我', '要', '去', '京', '瑞', '温泉', '国际', '酒店']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['去', '联发', '广']","['X', 'IG', 'IG']"
"['千山', '我', '要', '去', '千山']","['IG', 'X', 'X', 'X', 'IG']"
"['到', '上街', '汽车站']","['X', 'IG', 'IG']"
"['(', 'unknown', ')', '导航']","['X', 'X', 'X', 'IO']"
"['我', '要', '去', '濮阳市', '李洋', '美发厅']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['闭', '导航']","['IO', 'IN']"
"['去', '武汉', '轻工', '大学']","['X', 'IG', 'IG', 'IG']"
"['导航', '加油站']","['IO', 'IG']"
"['导航', '到', '郴州']","['IO', 'X', 'IG']"
['三'],['IP']
"['去', '龙湾区', '滨海', '二', '道', '和', '六路', '交叉口']","['X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '临汾市', '永和', '县政府', '宾馆']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['全', '山', '大道']","['IA', 'IA', 'IA']"
"['去', '西', '丽', '镇']","['X', 'IG', 'IG', 'IG']"
"['聚', '源', '电器', '有限公司']","['IA', 'IA', 'IA', 'IA']"
"['去', '恩', '江', '中学']","['X', 'IG', 'IG', 'IG']"
"['去', '东', '欣', '菜市场']","['X', 'IG', 'IG', 'IG']"
['南京'],['IA']
"['导航', '去', '昌吉', '健康', '东路', '牛', '很', '鲜']","['IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['我', '要', '去', '昌吉市', '五一路', '彗', '彗星', '汽车城']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['给', '我', '到', '茶园', '轻轨', '站']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['去', '幺', '零七', '国道', '许昌', '方向']","['X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['重庆', '万', '胜', '玻璃', '廊桥']","['IA', 'IA', 'IA', 'IA', 'IA']"
"['导航', '到', '太', '和', '园']","['IO', 'X', 'IG', 'IG', 'IG']"
"['我', '要', '到', '锦辉', '宾馆']","['X', 'X', 'X', 'IG', 'IG']"
"['到', '青岛', '农业大学', '西苑', '校区']","['X', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '合肥市', '望江路', '一百二十三', '号']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
['回家'],['X']
"['我', '要', '去', '江西省', '乐平市', '朱', '海路']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['我', '要', '去', '华园', '宾馆']","['X', 'X', 'X', 'IG', 'IG']"
['确定'],['X']
"['关闭', '导航']","['IO', 'IN']"
"['我', '要', '去', '东莞市', '建设', '工程', '检测中心']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['(', 'unknown', ')', '导航']","['X', 'X', 'X', 'IO']"
['随便'],['X']
"['到', '高新区', '公积金', '管理', '中心']","['X', 'IG', 'IG', 'IG', 'IG']"
"['建华', '修理厂']","['IA', 'IA']"
"['我', '要', '去', '古', '荡', '湾', '新村']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['现在', '在', '哪']","['X', 'X', 'X']"
"['导航', '到', '天府', '广场']","['IO', 'X', 'IG', 'IG']"
"['我', '去', '德', '巫']","['X', 'X', 'IG', 'IG']"
"['安徽', '宣城']","['IA', 'IA']"
"['去', '奎屯', '市', '地下', '书院']","['X', 'IG', 'IG', 'IG', 'IG']"
"['凌', '途', '导', '我', '帮', '我', '导', '到', '导航', '三', '工']","['X', 'X', 'IO', 'X', 'X', 'X', 'IO', 'X', 'IO', 'IG', 'IG']"
"['我', '要', '去', '西安', '鸿', '基', '新城']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['(', 'side', ')', '我', '在', '买回去', '的话', '那', '(', 'unknown', ')', '，', '我', '要', '到', '老城', '十字街', '夜市']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'IG', 'IG', 'IG']"
"['我', '要', '去', '七', '泰', '糖厂', '(', 'side', ')']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'X', 'X', 'X']"
"['去', '丹凤', '白鹭', '酒店']","['X', 'IG', 'IG', 'IG']"
"['请', '导航']","['X', 'IO']"
"['导航', '去', '人民医院']","['IO', 'X', 'IG']"
['第一个'],['IP']
"['我', '要', '到', '威海', '经', '区', '桥头镇']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['我', '要', '去', '光明', '城市']","['X', 'X', 'X', 'IG', 'IG']"
"['路况', '查询']","['X', 'X']"
"['关', '地图']","['IO', 'IN']"
"['附近', '的', '中', '石油', '加油站']","['IK', 'X', 'IC', 'IC', 'IC']"
"['导航', '到', '麒麟区', '黄家庄']","['IO', 'X', 'IG', 'IG']"
"['(', 'unknown', ')', '收费站']","['X', 'X', 'X', 'IA']"
"['辽宁', '医药', '职业', '学院']","['IA', 'IA', 'IA', 'IA']"
"['导航', '无锡', '海岸', '城']","['IO', 'IG', 'IG', 'IG']"
"['导航', '到', '义乌', '行政', '服务', '中心']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '江苏', '丹阳', '大', '泊', '镇']","['IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['我', '要', '去', '山西', '大']","['X', 'X', 'X', 'IG', 'IG']"
['回家'],['X']
"['到', '巩义市', '汽车站', '玉华', '小区']","['X', 'IG', 'IG', 'IG', 'IG']"
"['取消', '导航']","['IO', 'IN']"
"['我', '要', '去', '大润发']","['X', 'X', 'X', 'IG']"
"['科技', '有限公司']","['IA', 'IA']"
"['导航', '到', '库车', '县']","['IO', 'X', 'IG', 'IG']"
"['我', '要', '到', '南阳市', '的', '内乡县']","['X', 'X', 'X', 'IH', 'X', 'II']"
"['导航', '到', '北京路']","['IO', 'X', 'IG']"
['关闭'],['IO']
"['寺', '滩', '乡']","['IA', 'IA', 'IA']"
"['给', '我', '导航', '到', '玉台', '学校']","['X', 'X', 'IO', 'X', 'IG', 'IG']"
['关机'],['X']
"['你', '好', '凌', '途', '导', '到', '冀州', '市区']","['X', 'X', 'X', 'X', 'IO', 'X', 'IG', 'IG']"
"['去', '德海', '大厦']","['X', 'IG', 'IG']"
"['从', '这边', '(', 'unknown', ')', '到', '(', 'unknown', ')', '还有', '多少', '路', '啊']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
"['光德', '乡政府']","['IA', 'IA']"
"['矿山', '路', '三百六十八', '号', '中医', '脑病', '医院']","['IA', 'IA', 'IA', 'IA', 'IA', 'IA', 'IA']"
"['到', '到', '御', '龙湾']","['X', 'X', 'IG', 'IG']"
"['帮', '我', '导', '到', '高铁站']","['X', 'X', 'IO', 'X', 'IG']"
"['极速', '酷', '客', '汽车', '批发', '市场']","['IA', 'IA', 'IA', 'IA', 'IA', 'IA']"
"['(', 'side', ')', '(', 'dialect', ')']","['X', 'X', 'X', 'X', 'X', 'X']"
"['涉县', '合', '漳', '乡']","['IA', 'IA', 'IA', 'IA']"
['大石桥'],['IA']
"['导航', '到', '宝山', '公墓']","['IO', 'X', 'IG', 'IG']"
"['到', '乾', '宫']","['X', 'IG', 'IG']"
"['到', '桂轩', '洲', '农贸市场']","['X', 'IG', 'IG', 'IG']"
"['给', '我', '导航', '到', '新晃']","['X', 'X', 'IO', 'X', 'IG']"
['第二个'],['IP']
"['出', '导航']","['X', 'IO']"
"['导航', '去', '扬州', '北站']","['IO', 'X', 'IG', 'IG']"
['导航'],['IO']
"['我', '想', '去', '碧眼', '社区']","['X', 'X', 'X', 'IG', 'IG']"
"['(', 'side', ')', '(', 'dialect', ')']","['X', 'X', 'X', 'X', 'X', 'X']"
"['导航', '至', '芳草', '湖']","['IO', 'X', 'IG', 'IG']"
"['去', '吴庄', '花园', '北门']","['X', 'IG', 'IG', 'IG']"
"['(', 'unknown', ')']","['X', 'X', 'X']"
"['(', 'side', ')', '，', '昆明', '站', '第一个', '(', 'robot', ')', '前方', '到达', '收费站']","['X', 'X', 'X', 'X', 'IA', 'IA', 'IP', 'X', 'X', 'X', 'X', 'X', 'X']"
"['导航', '到', '绍兴', '北站']","['IO', 'X', 'IG', 'IG']"
"['到', '鲁鸣', '小区']","['X', 'IG', 'IG']"
"['航', '去', '青羊', '区', '金', '隆', '酒店']","['X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['来', '城']","['IA', 'IA']"
"['小', '清', '你', '好', '我', '到', '南', '桥', '寺', '维', '丰', '小区', '怎么', '走']","['IG', 'X', 'X', 'X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'X', 'X']"
"['华丹', '大道']","['IA', 'IA']"
"['导航', '到', '赤水', '市', '(', 'unknown', ')', '汽车', '装饰']","['IO', 'X', 'IG', 'IG', 'X', 'X', 'X', 'IG', 'IG']"
"['(', 'noise', ')']","['X', 'X', 'X']"
['第一个'],['IP']
"['航', '去']","['X', 'X']"
"['导航', '到', '九江']","['IO', 'X', 'IG']"
"['(', 'side', ')']","['X', 'X', 'X']"
"['(', 'unknown', ')']","['X', 'X', 'X']"
"['德', '邦', '物流']","['IA', 'IA', 'IA']"
"['去', '北京']","['X', 'IG']"
"['名', '都', '酒店']","['IA', 'IA', 'IA']"
"['我', '要', '看', '电影']","['X', 'X', 'X', 'IA']"
"['荣成市', '高铁站']","['IA', 'IA']"
"['(', 'side', ')', '(', 'dialect', ')', '，', '中山北路', '金沙江', '路']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'IA', 'IA', 'IA']"
"['我', '要', '去', '康', '达', '路', '五百零八', '弄', '三十五号']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['(', 'side', ')', '快', '摁', '一下']","['X', 'X', 'X', 'X', 'X', 'X']"
"['去', '小', '坝']","['X', 'IG', 'IG']"
"['我', '要', '去', '岚县']","['X', 'X', 'X', 'IG']"
"['万兴', '酒店']","['IA', 'IA']"
"['关', '坪']","['IA', 'IA']"
"['四小时', '超市']","['IA', 'IA']"
"['我', '去', '青浦', '万达', '茂']","['X', 'X', 'IG', 'IG', 'IG']"
"['我', '要', '去', '车', '陂', '加气站']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['我', '要', '去', '政务', '区', '平安', '大厦']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '火车站']","['IO', 'X', 'IG']"
"['导航', '去', '玉田县', '雅洁', '塑料', '制品', '有限公司']","['IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
['回家'],['X']
"['蒙牛', '乳业']","['IA', 'IA']"
"['到', '成都', '运通', '博爱', '有限公司']","['X', 'IG', 'IG', 'IG', 'IG']"
"['我', '要', '去', '七', '里', '山']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['到', '杭州电视台']","['X', 'IG']"
"['去', '信宜市', '池洞镇', '文', '定', '管理区', '荔枝', '坡', '队']","['X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['导航', '去', '赣州', '火车站']","['IO', 'X', 'IG', 'IG']"
"['导航', '去', '天安门']","['IO', 'X', 'IG']"
"['导航', '去', '平', '玉', '高速', '出口']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
['第三个'],['IP']
"['导航', '到', '云', '漫', '湖']","['IO', 'X', 'IG', 'IG', 'IG']"
"['我', '去', '张家川']","['X', 'X', 'IG']"
['第一个'],['IP']
"['导航', '到', '库车', '东']","['IO', 'X', 'IG', 'IG']"
['第二个'],['IP']
"['(', 'unknown', ')']","['X', 'X', 'X']"
"['我', '要', '去', '光华', '村']","['X', 'X', 'X', 'IG', 'IG']"
['第一个'],['IP']
"['(', 'side', ')']","['X', 'X', 'X']"
"['帮', '我', '导航', '到', '兴家', '路', '与', '南三环']","['X', 'X', 'IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['你', '帮', '我', '导航', '到', '东城', '八', '分场']","['X', 'X', 'X', 'IO', 'X', 'IG', 'IG', 'IG']"
"['躲避', '拥堵']","['IM', 'IM']"
"['我', '要', '去', '领', '秀', '翡翠', '山']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['去', '东郊', '车管所']","['X', 'IG', 'IG']"
"['霍营', '地铁站', 'e', '口']","['IA', 'IA', 'IA', 'IA']"
"['导航', '到', '马', '宝', '大山']","['IO', 'X', 'IG', 'IG', 'IG']"
"['到', '中山', '国际', '大厦']","['X', 'IG', 'IG', 'IG']"
"['导航', '麓', '景', '花园', '小区']","['IO', 'IG', 'IG', 'IG', 'IG']"
"['我', '要', '去', '湖南', '新晃', '新', '晃县']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['给', '我', '导航', '到', '大岭山', '八方', '酒店']","['X', 'X', 'IO', 'X', 'IG', 'IG', 'IG']"
"['我', '要', '到', '七', '顶', '山镇', '大', '后海', '村']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
['第二个'],['IP']
"['(', 'unknown', ')', '中路']","['X', 'X', 'X', 'X']"
"['(', 'side', ')', '按', '这个', '中间', '吗']","['X', 'X', 'X', 'X', 'X', 'X', 'X']"
['第一个'],['IP']
['确定'],['X']
"['(', 'side', ')', '(', 'dialect', ')']","['X', 'X', 'X', 'X', 'X', 'X']"
"['去', '马庄', '商城']","['X', 'IG', 'IG']"
"['去', '河南省', '南阳市', '镇平', '县', '曲', '屯镇']","['X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '希望', '依山', '郡']","['IO', 'X', 'IG', 'IG', 'IG']"
"['那', '你', '滚蛋', '吧', '不想', '和', '你', '说话', '了']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
"['我', '到', '山西省', '渭南市', '蒲城县', '红旗', '车站']","['X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['那个', '济宁', '任城', '大道']","['X', 'IA', 'IA', 'IA']"
['操你妈'],['X']
"['我', '要', '去', '丁', '山', '(', 'unknown', ')', '鞋厂']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
"['武汉市', '花', '畔', '里']","['IA', 'IA', 'IA', 'IA']"
"['我', '要', '去', '狮山', '华', '冲', '村']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
['都江堰'],['IA']
"['桃浦', '路', '幺', '零二', '三弄']","['IA', 'IA', 'IA', 'IA', 'IA']"
"['越', '城区', '电力', '大厦']","['IA', 'IA', 'IA', 'IA']"
"['导航', '到', '湖北省', '荆州市']","['IO', 'X', 'IG', 'IG']"
"['普陀', '路']","['IA', 'IA']"
"['到', '永康', '瑞金医院']","['X', 'IG', 'IG']"
"['帮', '我', '导航', '去', '乌', '当', '中学']","['X', 'X', 'IO', 'X', 'IG', 'IG', 'IG']"
['第二个'],['IP']
"['导航', '到', '肥东', '汽配城']","['IO', 'X', 'IG', 'IG']"
"['我', '要', '去', '郑州', '导航']","['X', 'X', 'X', 'IG', 'IO']"
"['万宝', '区', '人才市场']","['IA', 'IA', 'IA']"
"['导航', '到', '红星', '剧院']","['IO', 'X', 'IG', 'IG']"
"['导航', '到', '深圳市', '优', '品', '仕', '电子', '科技', '有限公司']","['IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['帮', '我', '导航', '去', '临河', '市']","['X', 'X', 'IO', 'X', 'IG', 'IG']"
"['导航', '到', '前进', '花园', '一', '区']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
['第一个'],['IP']
"['(', 'side', ')', '(', 'dialect', ')']","['X', 'X', 'X', 'X', 'X', 'X']"
"['不', '走', '高速']","['IM', 'IM', 'IM']"
['返回'],['IO']
"['到', '江西省', '赣州市', '人民政府']","['X', 'IG', 'IG', 'IG']"
['溧阳'],['IA']
['第一个'],['IP']
"['帮', '我', '导航', '到', '绍兴', '文理', '学院']","['X', 'X', 'IO', 'X', 'IG', 'IG', 'IG']"
"['退出', '退出']","['IO', 'IO']"
"['我', '要', '到', '万', '锦', '皮革', '城']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['到', '飞机场']","['X', 'IG']"
"['去', '红', '椿', '不', '走', '高速']","['X', 'IG', 'IG', 'IM', 'IM', 'IM']"
['第一个'],['IP']
['小明'],['X']
"['导航', '瑞昌', '路', '滨海', '一号']","['IO', 'IG', 'IG', 'IG', 'IG']"
"['朱', '台', '镇']","['IA', 'IA', 'IA']"
"['查询', '当前', '路况']","['X', 'X', 'X']"
['确定'],['X']
"['把', '导航', '关闭', '吗']","['X', 'IN', 'IO', 'X']"
"['导航', '到', '西安市', '东方', '医院']","['IO', 'X', 'IG', 'IG', 'IG']"
['小汤山'],['IA']
"['我', '要', '去', '吐鲁番市', '第五', '小学']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['我', '要', '去', '黄果树', '风', '风景', '名', '名胜区']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['(', 'noise', ')']","['X', 'X', 'X']"
"['哪里', '都', '不', '去']","['X', 'X', 'X', 'X']"
"['我', '要', '去', '东盟', '大酒店']","['X', 'X', 'X', 'IG', 'IG']"
"['我', '要', '去', '沈阳', '五爱', '服装城']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['华兴', '小学']","['IA', 'IA']"
"['我', '导航', '去', '青龙', '峡']","['X', 'IO', 'X', 'IG', 'IG']"
"['哪个', '都', '不是']","['X', 'X', 'X']"
"['我', '要', '去', '白沙洲', '农副产品', '大', '市场']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['(', 'side', ')', '(', 'dialect', ')']","['X', 'X', 'X', 'X', 'X', 'X']"
"['我', '要', '去', '南丰', '火车站']","['X', 'X', 'X', 'IG', 'IG']"
"['导航', '到', '东方', '梅', '地', '亚']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['导航', '回家']","['IO', 'X']"
"['我', '要', '去', '那曲']","['X', 'X', 'X', 'IG']"
"['(', 'unknown', ')', '福海', '县', '的', '乌', '伦', '古', '湖']","['X', 'X', 'X', 'IB', 'IB', 'X', 'IC', 'IC', 'IC', 'IC']"
"['(', 'side', ')', '嗯', '几点', '了', '操', '，', '我', '要', '去', '凌', '源', '市人民政府']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'IG', 'IG', 'IG']"
